lemma	stem	lemma_freq	stem_type
halszik	hals	22	cc
hangaszik	hangas	1	cvc
hangosodik	hangošod	518	cvc
hangszik	hangs	35	cc
hangulatozik	hangulatoz	4	cvc
hangyásodik	hanḏášod	18	cvc
hapsizik	hapšiz	8	cvc
harmadnapozik	harmadnapoz	1	cvc
harmadszik	harmads	2	cc
harmonizálódik	harmonizálód	717	cvc
hasadozik	hašadoz	443	cvc
haskerekezik	haškerekez	13	cvc
hastáncozik	haštáncoz	3	cvc
hatványozik	hatváṉoz	51	cvc
hazabizonytalankodik	hazabizoṉtalankod	1	cvc
hazacipekedik	hazacipeked	24	cvc
hazadolgozik	hazadolgoz	8	cvc
hazafiaskodik	hazafiaškod	39	cvc
hazahurcolódik	hazahurcolód	1	cvc
hazakajakozik	hazakajakoz	9	cvc
hazakarikázik	hazakarikáz	24	cvc
hazakéredzkedik	hazakéredzked	62	cvc
hazakészülődik	hazakésülődöm	49	cvc
hazamerészkedik	hazamerésked	23	cvc
hazaszállítmányozik	hazasállítmáṉoz	5	cvc
hazatelepszik	hazateleped	160	cvc
hazatiplizik	hazatipliz	6	cvc
hazaugrándozik	hazaugrándoz	3	cvc
hazaverődik	hazaverődöm	6	cvc
hazaviharzik	hazaviharz	29	cc
hazavillamosozik	hazavillamošoz	40	cvc
hazaviszik	hazavisöm	16	cvc
hazavágódik	hazavágód	25	cvc
hazavásik	hazaváš	2	cvc
hazazötykölődik	hazazöṯkölődöm	12	cvc
hazaúszik	hazaús	33	cvc
heccelődik	heccelődöm	187	cvc
helikoptermodellezik	helikoptermodellez	1	cvc
helyettesítődik	hejettešítődöm	315	cvc
helyrepofozódik	hejrepofozód	11	cvc
helyszik	hejs	7	cc
helytelenkedik	hejtelenked	131	cvc
henteredik	hentered	35	cvc
hergelődik	hergelődöm	118	cvc
hibádzik	hibádz	5785	cc
hibásodik	hibášod	6561	cvc
hintaszékesedik	hintasékešed	1	cvc
hiphopozik	hiphopoz	5	cvc
hirtelenkedik	hirtelenked	264	cvc
hiszezik	hisez	1	cvc
hiszik	his	66	cvc
hitetlenkedik	hitetlenkedök	11667	cvc
hiányozik	hiáṉoz	58910	cvc
hollókosztozik	hollókostoz	3	cvc
homokzsákozik	homokžákoz	23	cvc
homálylik	homájl	112	cc
homályosodik	homájošod	1033	cvc
honfizik	honfiz	1	cvc
hosszútávozik	hossútávoz	5	cvc
hozzábaszódik	hozzábasód	1	cvc
hozzábetonozik	hozzábetonoz	1	cvc
hozzácombosodik	hozzácombošod	1	cvc
hozzácsatlakozik	hozzáčatlakoz	473	cvc
hozzáerősödik	hozzáerőšödök	78	cvc
hozzáerősödik	hozzáerőšödöm	78	cvc
hozzáfejlődik	hozzáfejlődök	49	cvc
hozzáfolyamodik	hozzáfojamod	7	cvc
hozzágyalulódik	hozzáḏalulód	1	cvc
hozzáillik	hozzáill	138	cc
hozzáizmosodik	hozzáizmošod	4	cvc
hozzákészülődik	hozzákésülődöm	39	cvc
hozzámadzagozik	hozzámadzagoz	1	cvc
hozzászegődik	hozzásegődöm	186	cvc
hozzávackolódik	hozzávackolód	1	cvc
hozzáérkezik	hozzáérkez	21	cvc
hozzáíródik	hozzáíród	106	cvc
hozzáötlik	hozzáötlök	1	cvc
hozzáügyesedik	hozzáüḏešed	4	cvc
hozzáütődik	hozzáütődöm	145	cvc
hozódik	hozód	132	cvc
hullámosodik	hullámošod	719	cvc
hullámozik	hullámoz	2033	cvc
hátralakik	hátralak	1	cvc
háttérhírtévézik	háttérhírtévéz	1	cvc
háttérnyomozik	háttérṉomoz	1	cvc
háziasszonyosodik	háziassoṉošod	1	cvc
háztartásozik	háztartášoz	5	cvc
hírdobozik	hírdoboz	2	cvc
hírharangozik	hírharangoz	1	cvc
hólabdázik	hólabdáz	22	cvc
hólyagosodik	hójagošod	1171	cvc
hórukkozik	hórukkoz	2	cvc
hőhullámozik	hőhullámoz	2	cvc
hőlégballonozik	hőlégballonoz	22	cvc
hűtődobozik	hűtődoboz	2	cvc
ibolyalángozik	ibojalángoz	1	cvc
idecsillagozik	idečillagoz	1	cvc
idefoltozik	idefoltoz	1	cvc
idegarázdálkodik	idegarázdálkod	1	cvc
idehirtelenkedik	idehirtelenked	3	cvc
idehugyozik	idehuḏoz	7	cvc
idehúzódik	idehúzód	41	cvc
ideillik	ideill	819	cc
idejelentkezik	idejelentkez	8	cvc
idekíváncsiskodik	idekívánčiškod	1	cvc
idekötődik	idekötődöm	59	cvc
idelapozik	idelapoz	9	cvc
identifikálódik	identifikálód	184	cvc
ideokoskodik	ideokoškod	8	cvc
idepiszkoskodik	idepiskoškod	1	cvc
idepoénkodik	idepoénkod	1	cvc
iderimánkodik	iderimánkod	1	cvc
iderohangászik	iderohangás	1	cvc
idesettenkedik	idešettenked	12	cvc
ideszökik	idesökök	39	cvc
ideszületik	idesület	158	cvc
idetelepszik	ideteleped	145	cvc
idetolakszik	idetolaks	86	cc
idevetődik	idevetődöm	375	cvc
időfutamozik	időfutamoz	6	cvc
időzik	időz	35735	cvc
igazolódik	igazolód	20486	cvc
igazik	igaz	119	cvc
igeragozik	igeragoz	3	cvc
igénytelenedik	igéṉtelened	54	cvc
ikerszik	ikers	1	cc
illik	illök	433674	cvc
imadobozik	imadoboz	1	cvc
immunizálódik	immunizálód	136	cvc
ingdobozik	ingdoboz	1	cvc
intézményesedik	intézméṉešed	304	cvc
iparigázik	iparigáz	1	cvc
iramjátékozik	iramjátékoz	4	cvc
irkálódik	irkálód	1	cvc
irányítódik	iráṉítód	277	cvc
ismétlődik	išmétlődök	40309	cvc
iszapozik	isapoz	1	cvc
jellegtelenedik	jellegtelened	16	cvc
jellemzik	jellemz	26	cc
jogszik	jogs	1	cc
jutalomfalatozik	jutalomfalatoz	2	cvc
járulékozik	járulékoz	42	cvc
járódik	járód	197	cvc
járólapozik	járólapoz	23	cvc
jéghokizik	jéghokiz	110	cvc
kakaózik	kakaóz	187	cvc
kalmárkodik	kalmárkod	131	cvc
kalóriabázisozik	kalóriabázišoz	2	cvc
kanasztázik	kanastáz	146	cvc
kanászodik	kanásod	117	cvc
kapcsolódobozik	kapčolódoboz	1	cvc
kapcsozik	kapčoz	70	cvc
kapszulagardróbozik	kapsulagardróboz	1	cvc
karamellezik	karamellez	5	cvc
karcolódik	karcolód	11391	cvc
karosodik	karošod	259	cvc
karéjozik	karéjoz	55	cvc
kastélyozik	kaštéjoz	5	cvc
kasztosodik	kastošod	80	cvc
kaszálódik	kasálód	20	cvc
katamaránozik	katamaránoz	12	cvc
katlanozik	katlanoz	7	cvc
kekszezik	keksez	12	cvc
kempingszik	kempings	1	cc
keményedik	keméṉs	8028	cc
kerekasztalozik	kerekastaloz	19	cvc
kerekesszékezik	kerekessékez	5	cvc
kerekesszékszik	kerekesséks	1	cc
keresgélődik	kerešgélődök	4	cvc
keresztülautózik	kerestülautóz	95	cvc
keresztülbiciklizik	kerestülbicikliz	27	cvc
keresztülbucskázik	kerestülbučkáz	139	cvc
keresztülhajózik	kerestülhajóz	29	cvc
keresztülvergődik	kerestülvergődök	374	cvc
keresztülúszik	kerestülús	65	cvc
keresik	kerešöm	3	cvc
keresődik	kerešődök	26	cvc
keresődik	kerešődöm	26	cvc
kertezik	kertez	29	cvc
ketrecharcozik	ketrecharcoz	1	cvc
kettéesik	kettéeš	63	cvc
kettőspontozik	kettőšpontoz	3	cvc
kettőzik	kettőzöm	327	cvc
kettőződik	kettőződök	235	cvc
keverékezik	keverékez	2	cvc
kezdik	kezdöm	2	cvc
kezelődik	kezelődöm	388	cvc
kiaszik	kias	185	cvc
kiautókázik	kiautókáz	26	cvc
kibetegszik	kibetegs	2	cc
kiborotválkozik	kiborotválkoz	16	cvc
kibotozik	kibotoz	22	cvc
kibóklászik	kibóklás	55	cvc
kicentizik	kicentiz	750	cvc
kicsillagozik	kičillagoz	53	cvc
kicsinosodik	kičinošod	71	cvc
kicsokizik	kičokiz	11	cvc
kicsákányozik	kičákáṉoz	2	cvc
kicsúzlizik	kičúzliz	4	cvc
kiemelődik	kiemelődök	431	cvc
kieresedik	kierešed	17	cvc
kierőlködik	kierőlködöm	65	cvc
kiesik	kiešök	135498	cvc
kifaggatózik	kifaggatóz	1	cvc
kifejlik	kifejl	4553	cc
kifejlődik	kifejlődök	26503	cvc
kiflizik	kifliz	25	cvc
kiformálódik	kiformálód	861	cvc
kifurakszik	kifurakod	74	cvc
kifékezik	kifékez	48	cvc
kigrillezik	kigrillez	1	cvc
kihavazódik	kihavazód	1	cvc
kihegyeződik	kiheḏeződöm	85	cvc
kiheveredik	kihevered	33	cvc
kihisztizik	kihistiz	80	cvc
kihosszabbodik	kihossabbod	4	cvc
kiiktatódik	kiiktatód	595	cvc
kiizmosodik	kiizmošod	31	cvc
kikarcsúsodik	kikarčúšod	1	cvc
kikarikázik	kikarikáz	53	cvc
kikaszálódik	kikasálód	3	cvc
kikegyetlenkedik	kikeḏetlenked	2	cvc
kikerekedik	kikereked	8790	cvc
kikeresztelkedik	kikerestelked	1039	cvc
kikerülik	kikerül	1	cvc
kikotródik	kikotród	32	cvc
kikunyizik	kikuṉiz	23	cvc
kiképződik	kiképződöm	208	cvc
kikínlódik	kikínlód	195	cvc
kikószálódik	kikósálód	9	cvc
kiköltekezik	kiköltekez	655	cvc
kikúrálódik	kikúrálód	16	cvc
kilakik	kilak	19	cvc
kileskelődik	kileškelődök	155	cvc
kileskelődik	kileškelődöm	155	cvc
kilobbizik	kilobbiz	380	cvc
kimaradozik	kimaradoz	591	cvc
kimarizik	kimariz	1	cvc
kimarkolászik	kimarkolás	3	cvc
kimentegetőzik	kimentegetőzöm	2	cvc
kimoderálódik	kimoderálód	15	cvc
kiművelődik	kiművelődöm	283	cvc
kinevelődik	kinevelődök	486	cvc
kinyomakodik	kiṉomaks	32	cc
kinyugszik	kiṉugs	46	cc
kioldódik	kioldód	6936	cvc
kipardonozik	kipardonoz	1	cvc
kipattanásosodik	kipattanášošod	9	cvc
kipipázik	kipipáz	4	cvc
kipletyózik	kipleṯóz	1	cvc
kipofátlankodik	kipofátlankod	9	cvc
kipréselődik	kipréšelődöm	551	cvc
kiprézlizik	kiprézliz	1	cvc
kipuhatolózik	kipuhatolóz	23	cvc
kipályázik	kipájáz	13	cvc
kipöttyöződik	kipöṯṯöződök	6	cvc
kirakódik	kirakód	275	cvc
kiravaszkodik	kiravaskod	44	cvc
kirostálódik	kiroštálód	250	cvc
kiruházkodik	kiruházkod	12	cvc
kisakkozik	kišakkoz	1054	cvc
kisszékezik	kissékez	1	cvc
kiszellőzködik	kisellőzködök	4	cvc
kiszlalomozik	kislalomoz	7	cvc
kiszokik	kisok	576	cvc
kiszélesedik	kisélešed	11474	cvc
kiszórakozik	kisórakoz	534	cvc
kiszőrösödik	kisőröšödök	199	cvc
kiszűrődik	kisűrődöm	1416	cvc
kitakarózik	kitakaródz	285	cc
kitanulmányozik	kitanulmáṉoz	37	cvc
kitempózik	kitempóz	31	cvc
kitolakszik	kitolaks	47	cc
kitoszik	kitos	26	cvc
kitámaszkodik	kitámaskod	34	cvc
kitömődik	kitömődök	4	cvc
kitörlődik	kitörlődöm	1664	cvc
kitűzik	kitűzöm	601	cvc
kiverekszik	kivereked	1825	cvc
kiveszekszik	kiveseks	104	cc
kiveszik	kivesöm	10246	cvc
kivetkezik	kivetkez	353	cvc
kiviláglik	kivilágl	6832	cc
kiviszik	kivisöm	34	cvc
kivitorlázik	kivitorláz	110	cvc
kivizik	kiviz	6	cvc
kivizezik	kivizez	13	cvc
kivágyik	kiváḏ	1970	cvc
kizsugázik	kižugáz	1	cvc
kizuhanyozik	kizuhaṉoz	9	cvc
kizötykölődik	kizöṯkölődök	27	cvc
kiálmodik	kiálmod	57	cvc
kiáramlik	kiáraml	3770	cc
kiéleződik	kiéleződök	6075	cvc
kiélvezkedik	kiélvezked	91	cvc
kiérződik	kiérződöm	1953	cvc
kiíródik	kiíród	816	cvc
kióvatoskodik	kióvatoškod	50	cvc
kiütközik	kiütközök	6909	cvc
kiütközik	kiütközöm	6909	cvc
kiütésesedik	kiütéšešed	2	cvc
kiütődik	kiütődöm	141	cvc
klasszicizálódik	klassicizálód	239	cvc
klánozik	klánoz	17	cvc
kocsmároskodik	kočmároškod	10	cvc
kocsonyásodik	kočoṉášod	1053	cvc
kofálkodik	kofálkod	15	cvc
kokszozik	koksoz	3	cvc
kokárdázik	kokárdáz	6	cvc
kombidobozik	kombidoboz	1	cvc
kombinózik	kombinóz	1	cvc
kombizik	kombiz	27	cvc
kombájnozik	kombájnoz	6	cvc
komfortbiciklizik	komfortbicikliz	1	cvc
komolykodik	komojkod	809	cvc
kontyozik	konṯoz	8	cvc
konzerválódik	konzerválód	2208	cvc
koptatódik	koptatód	9	cvc
koszolódik	kosolód	3595	cvc
koszorúzik	kosorúz	3466	cvc
koszosodik	kosošod	205	cvc
kotonozik	kotonoz	5	cvc
kovaszik	kovas	2	cvc
krikettezik	krikettez	296	cvc
krimizik	krimiz	3	cvc
krokizik	krokiz	25	cvc
krómozik	krómoz	223	cvc
kukacozik	kukacoz	4	cvc
kukik	kuk	10	cvc
kulturálódik	kulturálód	779	cvc
kurucozik	kurucoz	4	cvc
kámpicsorodik	kámpičorod	202	cvc
kánonozik	kánonoz	5	cvc
káplánkodik	káplánkod	201	cvc
kárhozódik	kárhozód	6	cvc
kénytelenedik	kéṉtelened	7	cvc
képzelődik	képzelőd	5210	cvc
képződik	képződ	75875	cvc
kérdőjeleződik	kérdőjeleződök	2725	cvc
készpénzezik	késpénzez	9	cvc
kétszínűsködik	kétsínűšködöm	49	cvc
kévézik	kévéz	30	cvc
kézigránátozik	kézigránátoz	3	cvc
kínlódik	kínlódök	23589	cvc
kóklerkedik	kóklerked	68	cvc
könnyebbedik	köṉṉebbed	337	cvc
könnyesedik	köṉṉešed	35	cvc
körbebóklászik	körbebóklás	35	cvc
körbefutkározik	körbefutkároz	10	cvc
körbekarikázik	körbekarikáz	36	cvc
körbekerékpározik	körbekerékpároz	25	cvc
körbekocsikázik	körbekočikáz	94	cvc
körbeleskelődik	körbeleškelődök	1	cvc
körbemotorozik	körbemotoroz	293	cvc
körbepuhatolózik	körbepuhatolóz	4	cvc
körbetapogatózik	körbetapogatódz	47	cc
körutazik	körutaz	28	cvc
körülhajókázik	körülhajókáz	10	cvc
körülhajózik	körülhajóz	12	cvc
körülkuksizik	körülkukšiz	1	cvc
körülnyálazik	körülṉálaz	1	cvc
kötegszik	kötegs	25	cc
kötöződik	kötöződöm	29	cvc
kötődik	kötőd	196259	cvc
kövesedik	kövešed	641	cvc
közbepofátlankodik	közbepofátlankod	2	cvc
közgazdaszik	közgazdas	1	cvc
közözik	közözök	138	cvc
küldődik	küldődök	99	cvc
különalszik	különals	6	cc
küzdősportozik	küzdőšportoz	8	cvc
kőrözik	kőrözök	473	cvc
labdázódik	labdázód	1	cvc
ladikázik	ladikáz	59	cvc
lagzizik	lagziz	43	cvc
langyosodik	lanḏošod	348	cvc
laposodik	lapošod	2357	cvc
latinozik	latinoz	10	cvc
leautókázik	leautókáz	34	cvc
lebabásodik	lebabášod	1	cvc
lebaszódik	lebasód	7	cvc
lebogarászik	lebogarás	3	cvc
lebonyolódik	leboṉolód	1183	cvc
lebratyizik	lebraṯiz	60	cvc
lebukfencezik	lebukfencez	179	cvc
lebányászik	lebáṉás	127	cvc
lebóklászik	lebóklás	14	cvc
lecikizik	lecikiz	60	cvc
lecsónakázik	lečónakáz	20	cvc
lecsöndesedik	lečöndešed	187	cvc
lecsúzlizik	lečúzliz	2	cvc
ledegradálódik	ledegradálód	101	cvc
ledátumozik	ledátumoz	3	cvc
leegyensúlyozik	leeḏenšújoz	6	cvc
leegyszerűsödik	leeḏserűšödök	5923	cvc
leellenőrzik	leellenőrz	12	cc
leelőzik	leelőzöm	47	cvc
lefaszozik	lefasoz	17	cvc
lefejlődik	lefejlődöm	16	cvc
lefekszik	lefeküdök	77895	cvc
lefeledkezik	lefeledkez	14	cvc
lefingik	lefing	129	cc
lefoszlik	lefosl	1134	cc
lefőzik	lefőzöm	55	cvc
legarázdálkodik	legarázdálkod	4	cvc
legondolkodik	legondolkod	35	cvc
legrammozik	legrammoz	1	cvc
legyűrik	leḏűröm	7	cvc
legörgőzik	legörgőzök	2	cvc
lehalászik	lehalás	1037	cvc
lehivatkozik	lehivatkoz	242	cvc
lehiányzik	lehiáṉz	2	cc
lehízik	lehíz	23	cvc
leifjoncozik	leifjoncoz	1	cvc
leinformálódik	leinformálód	15	cvc
lekotródik	lekotród	22	cvc
lekutyázik	lekuṯáz	23	cvc
lekáromkodik	lekáromkod	25	cvc
lekávézik	lekávéz	19	cvc
lelakkozik	lelakkoz	666	cvc
lelapozik	lelapoz	8	cvc
leleledzik	leleledz	3	cc
leleskelődik	leleškelődöm	1	cvc
lemaratonozik	lemaratonoz	3	cvc
lemelegszik	lemelegs	3	cc
lemocskozik	lemočkoz	2	cvc
lemosakszik	lemošakod	358	cvc
lendkerekezik	lendkerekez	2	cvc
lenevelődik	lenevelődök	13	cvc
lenyulászik	leṉulás	1	cvc
lenyálazik	leṉálaz	3	cvc
lenyűgöződik	leṉűgöződöm	70	cvc
lepalackozik	lepalackoz	480	cvc
leparasztozik	leparastoz	118	cvc
lepleződik	lepleződök	2867	cvc
lepődik	lepőd	85788	cvc
lerakódik	lerakód	10893	cvc
leribancozik	leribancoz	47	cvc
leringatózik	leringatóz	2	cvc
lerohamozik	lerohamoz	5	cvc
lerántódik	lerántód	43	cvc
lesiránkozik	leširánkoz	2	cvc
lesoványodik	lešováṉod	2721	cvc
lespirálozik	lešpiráloz	14	cvc
leszaglik	lesagl	1	cc
leszakvizsgázik	lesakvižgáz	46	cvc
leszigorlatozik	lesigorlatoz	37	cvc
leszélezik	lesélez	10	cvc
leszívódik	lesívód	41	cvc
leszórakozik	lesórakoz	8	cvc
leszúródik	lesúród	1	cvc
letaknyosodik	letakṉošod	14	cvc
letekeredik	letekered	424	cvc
letévelyedik	letévejed	14	cvc
leugrándozik	leugrándoz	9	cvc
levagánykodik	levagáṉkod	1	cvc
leveledzik	leveledz	60	cc
levergődik	levergődök	134	cvc
levetemedik	levetemed	1	cvc
levágyik	leváḏ	11	cvc
lezötykölődik	lezöṯkölődöm	25	cvc
leérdeklődik	leérdeklődöm	21	cvc
leértékelődik	leértékelődöm	3934	cvc
leíjászkodik	leíjáskod	1	cvc
leíródik	leíród	395	cvc
libaborosodik	libaborošod	1	cvc
libabőrözik	libabőrözök	170	cvc
lombikbébizik	lombikbébiz	3	cvc
lombikozik	lombikoz	261	cvc
lovagozik	lovagoz	9	cvc
lovászkodik	lováskod	22	cvc
láncszik	lánčz	1	cc
léglabdázik	léglabdáz	21	cvc
légyottozik	léḏottoz	6	cvc
légzőgyakorlatozik	légzőḏakorlatoz	32	cvc
lépcsőzik	lépčőzöm	702	cvc
lépődik	lépődöm	36	cvc
lóbálódik	lóbálód	34	cvc
lökődik	lökődök	1503	cvc
lúdbőrzik	lúdbőrzöm	416	cvc
lúdbőrözik	lúdbőrözök	304	cvc
macskajajosodik	mačkajajošod	1	cvc
macskásodik	mačkášod	88	cvc
madzagozik	madzagoz	13	cvc
magalapozik	magalapoz	2	cvc
magnéziumozik	magnéziumoz	2	cvc
magoncozik	magoncoz	2	cvc
magánnyomozik	magáṉṉomoz	3	cvc
majomszik	majoms	1	cc
majálisozik	majálišoz	622	cvc
makrancoskodik	makrancoškod	157	cvc
mamásodik	mamášod	1	cvc
mandarinozik	mandarinoz	1	cvc
manifesztálódik	manifestálód	10142	cvc
manipulálódik	manipulálód	54	cvc
manuálozik	manuáloz	27	cvc
marcangolódik	marcangolód	15	cvc
maxik	max	5	cvc
medvézik	medvéz	1	cvc
megalapozódik	megalapozód	865	cvc
megalázódik	megalázód	95	cvc
megaszalódik	megasalód	289	cvc
megaszik	megas	45	cvc
megborzolódik	megborzolód	16	cvc
megcselekszik	megčeleked	6564	cvc
megcsendesedik	megčendešed	422	cvc
megcsuklik	megčukl	366	cc
megcsöndesedik	megčöndešed	118	cvc
megcsúzlizik	megčúzliz	5	cvc
megdogozik	megdogoz	6	cvc
megdohosodik	megdohošod	84	cvc
megduplázódik	megduplázód	31236	cvc
megdöglődik	megdöglődök	5	cvc
megellik	megell	723	cc
megelmélkedik	megelmélked	5	cvc
megemlítődik	megemlítődök	333	cvc
megemlítődik	megemlítődöm	333	cvc
megfalatozik	megfalatoz	14	cvc
megfejlődik	megfejlődök	133	cvc
megfelelőik	megfelelő	103	cvc
megfinomodik	megfinomod	71	cvc
megfogódzkodik	megfogódzkod	69	cvc
megfogódzódik	megfogódzód	1	cvc
megfogózkodik	megfogózkod	35	cvc
megfüggeszkedik	megfüggesked	5	cvc
meggondolkodik	meggondolkod	104	cvc
meggémberedik	meggémbered	242	cvc
meghanyatlik	meghaṉatl	125	cc
meghempergőzik	meghempergőzök	71	cvc
meghintázik	meghintáz	11	cvc
meghomokosodik	meghomokošod	3	cvc
meghonosodik	meghonošod	2950	cvc
meghörcsögösödik	meghörčögöšödök	1	cvc
megimádkozik	megimádkoz	186	cvc
megismerszik	megišmers	393	cc
megizmosodik	megizmošod	1031	cvc
megjelenik	megjelenök	1539326	cvc
megkenekedik	megkeneked	30	cvc
megkezdődik	megkezdőd	262350	cvc
megkisebbedik	megkišebbed	475	cvc
megkérdik	megkérdöm	1	cvc
megkérdőjelezik	megkérdőjelez	823	cvc
megkímélődik	megkímélődöm	50	cvc
megkótyagosodik	megkóṯagošod	71	cvc
megküszködik	megküsködöm	57	cvc
meglelődik	meglelődöm	11	cvc
meglepődik	meglepőd	136931	cvc
meglepőik	meglepő	21	cvc
meglátszik	megláts	32750	cc
meglökődik	meglökődöm	19	cvc
megmacskásodik	megmačkášod	104	cvc
megmerészkedik	megmerésked	1	cvc
megméretkezik	megméretkez	99	cvc
megmérgelődik	megmérgelődök	229	cvc
megmérkőzik	megmérkőz	11745	cvc
megmérkőzik	megmérkőzöm	11745	cvc
megnevettetik	megnevettetöm	1	cvc
megnáthásodik	megnáthášod	79	cvc
megnézik	megnézöm	1	cvc
megomlik	megoml	94	cc
megosztozkodik	megostozkod	184	cvc
megpirosodik	megpirošod	322	cvc
megpuszizik	megpusiz	3	cvc
megpárbajozik	megpárbajoz	1	cvc
megpárolódik	megpárolód	1739	cvc
megpárosodik	megpárošod	9	cvc
megpörkölődik	megpörkölődök	804	cvc
megragyásodik	megraḏášod	2	cvc
megszedelőzködik	megsedelőzködök	2	cvc
megszemélyesedik	megseméješed	99	cvc
megszennyeződik	megseṉṉeződöm	5	cvc
megszeretkezik	megseretkez	10	cvc
megszépítkezik	megsépítkez	3	cvc
megszólamlik	megsólaml	96	cc
megtaknyosodik	megtakṉošod	28	cvc
megtelepszik	megteleped	19041	cvc
megteljesedik	megtelješed	140	cvc
megtelítődik	megtelítődöm	170	cvc
megteszik	megtesöm	2	cvc
megtetvesedik	megtetvešed	109	cvc
megtojik	megtoj	219	cvc
megtornázik	megtornáz	1563	cvc
megtoszik	megtos	43	cvc
megtízóraizik	megtízóraiz	66	cvc
megtökösödik	megtököšödöm	18	cvc
megtörülközik	megtörülközök	369	cvc
megtüskésedik	megtüškéšed	5	cvc
megtűzik	megtűzöm	6	cvc
megvadászik	megvadás	19	cvc
megvastagodik	megvaštagod	18336	cvc
megverekszik	megvereked	1044	cvc
megvillásodik	megvillášod	1	cvc
megviláglik	megvilágl	82	cc
megvisszhangzik	megvisshangz	1	cc
megvágyik	megváḏ	130	cvc
megvérzik	megvérz	6	cc
megéhesedik	megéhešed	7	cvc
megéjjelezik	megéjjelez	2	cvc
megélezik	megélez	43	cvc
megéleződik	megéleződöm	9	cvc
megémelyedik	megémejed	8	cvc
megértetik	megértetöm	1	cvc
megújhodik	megújhod	465	cvc
megúrinősödik	megúrinőšödöm	1	cvc
megőrizik	megőrizöm	230	cvc
mellizmozik	mellizmoz	1	cvc
melléeszik	mellées	38	cvc
melléfosik	melléfoš	10	cvc
melléhúzódik	melléhúzód	29	cvc
mellékucorodik	mellékucorod	19	cvc
mellésiklik	melléšikl	8	cc
mellészegődik	mellésegődöm	340	cvc
mellételepszik	mellételeped	98	cvc
mendemondázik	mendemondáz	4	cvc
mentődik	mentődök	1082	cvc
mesterfelvételizik	mešterfelvételiz	1	cvc
mesterlövészezik	mešterlövésez	2	cvc
meztelenedik	meztelened	83	cvc
mikrohitelezik	mikrohitelez	2	cvc
mikroszkópozik	mikroskópoz	9	cvc
minidobozik	minidoboz	1	cvc
mobilizálódik	mobilizálód	752	cvc
mobilszik	mobils	1	cc
modernkedik	modernked	92	cvc
mohosodik	mohošod	33	cvc
morzsálódik	moržálód	1836	cvc
mosogatószivacsozik	mošogatósivačoz	1	cvc
motorcsónakozik	motorčónakoz	85	cvc
multivitaminozik	multivitaminoz	3	cvc
munkafajlik	munkafajl	1	cc
mámorosodik	mámorošod	99	cvc
másolódik	mášolód	1390	cvc
méretődik	méretődöm	114	cvc
mérgeződik	mérgeződök	361	cvc
mérkőzik	mérkőzöm	32614	cvc
mérséklődik	méršéklőd	54025	cvc
mérséklődik	méršéklődök	54025	cvc
mérőórázik	mérőóráz	1	cvc
mókuskerekezik	mókuškerekez	47	cvc
nagydobozik	naḏdoboz	2	cvc
nagydolgozik	naḏdolgoz	88	cvc
nagylányosodik	naḏláṉošod	17	cvc
nagypapásodik	naḏpapášod	2	cvc
nappalcsatlakozik	nappalčatlakoz	1	cvc
naptejezik	naptejez	41	cvc
narancskomcsizik	narančkomčiz	2	cvc
navigálódik	navigálód	56	cvc
nekibúvik	nekibúv	1	cvc
nekiereszkedik	nekieresked	58	cvc
nekifanyalodik	nekifaṉalod	3	cvc
nekihajlik	nekihajl	3	cc
nekihuzakodik	nekihuzakod	84	cvc
nekikapaszkodik	nekikapaskod	5	cvc
nekikászálódik	nekikásálód	4	cvc
nekimállik	nekimáll	1	cc
nekinyújtózkodik	nekiṉújtózkod	3	cvc
nekisodródik	nekišodród	73	cvc
nekiszomorodik	nekisomorod	22	cvc
nekitántorodik	nekitántorod	85	cvc
nekiverődik	nekiverődök	91	cvc
nekivetkezik	nekivetkez	44	cvc
nemesedik	nemešed	3366	cvc
nemfugázik	nemfugáz	1	cvc
nempontozik	nempontoz	1	cvc
nemszik	nems	1	cc
nemszándékszik	nemsándéks	1	cc
nemutazik	nemutaz	4	cvc
netbookozik	netbookoz	1	cvc
nevelődik	nevelődök	4747	cvc
nevesedik	nevešed	21	cvc
nihilezik	nihilez	1	cvc
nukuemlékszik	nukuemléks	1	cc
nyakékszik	ṉakéks	1	cc
nyanyásodik	ṉaṉášod	8	cvc
nyaralódik	ṉaralód	4	cvc
nyegléskedik	ṉegléšked	48	cvc
nyelvsulizik	ṉelvšuliz	1	cvc
nyelvtangecizik	ṉelvtangeciz	1	cvc
nyelvészezik	ṉelvésez	1	cvc
nyiladozik	ṉiladoz	1250	cvc
nyiratkozik	ṉiratkoz	356	cvc
nyitódik	ṉitód	642	cvc
nyolcasbuszozik	ṉolcašbusoz	2	cvc
nyomásfokozik	ṉomášfokoz	4	cvc
nyughatatlankodik	ṉughatatlankod	81	cvc
nyákozik	ṉákoz	1	cvc
nyálzik	ṉálz	1006	cc
nyüzsizik	ṉüžiz	23	cvc
nyűgösödik	ṉűgöšödöm	18	cvc
náthásodik	náthášod	65	cvc
nénisedik	nénišed	4	cvc
nénizik	néniz	58	cvc
népszik	néps	1	cc
nézelődik	nézelőd	56891	cvc
nézik	nézöm	5	cvc
néződik	néződök	28	cvc
nőcizik	nőciz	2	cvc
odaalszik	odaals	3	cc
odaalázkodik	odaalázkod	2	cvc
odaautózik	odaautóz	70	cvc
odabaszódik	odabasód	3	cvc
