variation	base	category	suffix	input	output1	output
cselekszenek/cselekednek	titkolózik	low	tek	titkolóziK	titkolództok	titkolództVk
cselekszenek/cselekednek	tojik	low	nek	tojiK	tojanak	tojVnVk
cselekszenek/cselekednek	tojik	low	nek	tojiK	tojnek	tojnVk
cselekszenek/cselekednek	tolakszik	high	nek	tolaksiK	tolaksnak	tolaksnVk
cselekszenek/cselekednek	tolakszik	low	nek	tolaksiK	tolaksnak	tolaksnVk
cselekszenek/cselekednek	tollasodik	low	tek	tollašodiK	tollašodtok	tollašodtVk
cselekszenek/cselekednek	trükközik	low	nek	trükköziK	trükközenek	trükközVnVk
cselekszenek/cselekednek	trükközik	low	nek	trükköziK	trükköznak	trükköznVk
cselekszenek/cselekednek	tudakozik	low	nek	tudakoziK	tudakoznek	tudakoznVk
cselekszenek/cselekednek	táborozik	low	nek	táboroziK	táborozanak	táborozVnVk
cselekszenek/cselekednek	tévézik	low	nek	tévéziK	tévéznak	tévéznVk
cselekszenek/cselekednek	törekszik	high	tek	töreksiK	törekstek	törekstVk
cselekszenek/cselekednek	törekszik	low	tek	töreksiK	törekstek	törekstVk
cselekszenek/cselekednek	törlődik	low	nek	törlődiK	törlődenek	törlődVnVk
cselekszenek/cselekednek	törülközik	low	tek	törülköziK	törülköztök	törülköztVk
cselekszenek/cselekednek	tükröződik	low	nek	tükröződiK	tükröződnak	tükröződnVk
cselekszenek/cselekednek	tűnik	low	nek	tűniK	tűnnak	tűnnVk
cselekszenek/cselekednek	tűnődik	low	tek	tűnődiK	tűnődtek	tűnődtVk
cselekszenek/cselekednek	undorodik	low	nek	undorodiK	undorodanak	undorodVnVk
cselekszenek/cselekednek	undorodik	low	nek	undorodiK	undorodnek	undorodnVk
cselekszenek/cselekednek	uralkodik	low	nek	uralkodiK	uralkodanak	uralkodVnVk
cselekszenek/cselekednek	utazik	low	nek	utaziK	utazanak	utazVnVk
cselekszenek/cselekednek	vackolódik	low	tek	vackolódiK	vackolódtok	vackolódtVk
cselekszenek/cselekednek	variálódik	low	ünk	variálódiK	variálódunk	variálódVnk
cselekszenek/cselekednek	veszik	low	nek	vesiK	vešeznek	vešeznVk
cselekszenek/cselekednek	veszik	low	tek	vesiK	vesiktek	vesiktVk
cselekszenek/cselekednek	vetemedik	low	nek	vetemediK	vetemedenek	vetemedVnVk
cselekszenek/cselekednek	vetődik	low	nek	vetődiK	vetődenek	vetődVnVk
cselekszenek/cselekednek	vezetődik	low	tek	vezetődiK	vezetődtök	vezetődtVk
cselekszenek/cselekednek	vidámkodik	low	tek	vidámkodiK	vidámkodtok	vidámkodtVk
cselekszenek/cselekednek	vigyorodik	low	nek	viḏorodiK	viḏorodnak	viḏorodnVk
cselekszenek/cselekednek	viharzik	high	tek	viharziK	viharzotok	viharzVtVk
cselekszenek/cselekednek	viselkedik	low	nek	višelkediK	višelkediknek	višelkediknVk
cselekszenek/cselekednek	viszonylik	high	nek	visoṉliK	visoṉlnak	visoṉlnVk
cselekszenek/cselekednek	vitatkozik	low	ünk	vitatkoziK	vitatkozünk	vitatkozVnk
cselekszenek/cselekednek	vitorlázik	low	nek	vitorláziK	vitorlázanak	vitorlázVnVk
cselekszenek/cselekednek	vonatkozik	low	nek	vonatkoziK	vonatkoznek	vonatkoznVk
cselekszenek/cselekednek	vonódik	low	tek	vonódiK	vonódtok	vonódtVk
cselekszenek/cselekednek	váltakozik	low	tek	váltakoziK	váltakoztok	váltakoztVk
cselekszenek/cselekednek	váltódik	low	tek	váltódiK	váltódtok	váltódtVk
cselekszenek/cselekednek	válik	low	ünk	váliK	válünk	válVnk
cselekszenek/cselekednek	vásik	low	ünk	vášiK	vášunk	vášVnk
cselekszenek/cselekednek	védekezik	low	ünk	védekeziK	védekezunk	védekezVnk
cselekszenek/cselekednek	vékonyodik	low	tek	vékoṉodiK	vékoṉodtok	vékoṉodtVk
cselekszenek/cselekednek	vékonyodik	low	ünk	vékoṉodiK	vékoṉodunk	vékoṉodVnk
cselekszenek/cselekednek	vélekedik	low	nek	vélekediK	vélekedenek	vélekedVnVk
cselekszenek/cselekednek	zsírosodik	low	tek	žírošodiK	žírošodtok	žírošodtVk
cselekszenek/cselekednek	zuhanyozik	low	nek	zuhaṉoziK	zuhaṉzanak	zuhaṉzVnVk
cselekszenek/cselekednek	záródik	low	tek	záródiK	záródtok	záródtVk
cselekszenek/cselekednek	árnyalódik	low	tek	árṉalódiK	árṉalódtok	árṉalódtVk
cselekszenek/cselekednek	ásítozik	low	tek	ášítoziK	ášítoztok	ášítoztVk
cselekszenek/cselekednek	éhezik	low	nek	éheziK	éheznak	éheznVk
cselekszenek/cselekednek	éhezik	low	ünk	éheziK	éhezunk	éhezVnk
cselekszenek/cselekednek	élcelődik	low	tek	élcelődiK	élcelődtek	élcelődtVk
cselekszenek/cselekednek	élősködik	low	nek	élőšködiK	élőšködenek	élőšködVnVk
cselekszenek/cselekednek	élősködik	low	tek	élőšködiK	élőšködtek	élőšködtVk
cselekszenek/cselekednek	építkezik	low	nek	építkeziK	építkeznak	építkeznVk
cselekszenek/cselekednek	érdeklődik	low	nek	érdeklődiK	érdeklődnak	érdeklődnVk
cselekszenek/cselekednek	érkezik	low	nek	érkeziK	érkeziknek	érkeziknVk
cselekszenek/cselekednek	érződik	low	ünk	érződiK	érződünk	érződVnk
cselekszenek/cselekednek	ölelkezik	low	ünk	ölelkeziK	ölelkezunk	ölelkezVnk
cselekszenek/cselekednek	öltözködik	low	ünk	öltözködiK	öltözködunk	öltözködVnk
cselekszenek/cselekednek	ömlik	low	tek	ömliK	ömöltök	ömöltVk
cselekszenek/cselekednek	öregszik	high	ünk	öregsiK	öregsunk	öregsVnk
cselekszenek/cselekednek	öröklődik	low	nek	öröklődiK	öröklődenek	öröklődVnVk
cselekszenek/cselekednek	özönlik	low	nek	özönliK	özönlnek	özönlnVk
cselekszenek/cselekednek	özönlik	low	ünk	özönliK	özönlunk	özönlVnk
cselekszenek/cselekednek	úszik	low	nek	úsiK	úsnek	úsnVk
cselekszenek/cselekednek	ülepszik	low	ünk	ülepsiK	ülepsünk	ülepsVnk
cselekszenek/cselekednek	ütközik	low	ünk	ütköziK	ütközunk	ütközVnk
cselekszenek/cselekednek	ütődik	low	tek	ütődiK	ütődtek	ütődtVk
cselekszenek/cselekednek	őrizik	low	nek	őriziK	őrizenek	őrizVnVk
cselekszenek/cselekednek	őrzik	low	ünk	őrziK	őrzunk	őrzVnk
hotelban/hotelben	játék	high	ban	játék	NA	játékban
hotelban/hotelben	játék	high	nak	játék	NA	játéknak
hotelban/hotelben	kastély	high	ban	kaštéj	NA	kaštéjban
hotelban/hotelben	szomszéd	high	ban	somséd	NA	somsédban
hotelban/hotelben	árnyék	high	ban	árṉék	NA	árṉékban
hotelban/hotelben	játék	high	nál	játék	NA	játéknál
hotelban/hotelben	fazék	high	ban	fazék	NA	fazékban
hotelban/hotelben	szomszéd	high	nak	somséd	NA	somsédnak
hotelban/hotelben	szándék	high	nak	sándék	NA	sándéknak
hotelban/hotelben	panel	high	ban	panel	NA	panelban
hotelban/hotelben	poén	high	nak	poén	NA	poénnak
hotelban/hotelben	fotel	high	ban	fotel	NA	fotelban
hotelban/hotelben	hotel	low	ban	hotel	NA	hotelben
hotelban/hotelben	pótlék	high	ban	pótlék	NA	pótlékban
hotelban/hotelben	kastély	high	nak	kaštéj	NA	kaštéjnak
hotelban/hotelben	haver	high	nak	haver	NA	havernak
hotelban/hotelben	tányér	high	ban	táṉér	NA	táṉérban
hotelban/hotelben	farmer	high	ban	farmer	NA	farmerban
hotelban/hotelben	honvéd	high	ban	honvéd	NA	honvédban
hotelban/hotelben	honvéd	high	nak	honvéd	NA	honvédnak
hotelban/hotelben	páncél	high	ban	páncél	NA	páncélban
hotelban/hotelben	kolesz	high	ban	koles	NA	kolesban
hotelban/hotelben	honvéd	high	nál	honvéd	NA	honvédnál
hotelban/hotelben	szomszéd	high	nál	somséd	NA	somsédnál
hotelban/hotelben	húsvét	high	nak	húšvét	NA	húšvétnak
hotelban/hotelben	acél	high	nál	acél	NA	acélnál
hotelban/hotelben	pótlék	high	nak	pótlék	NA	pótléknak
hotelban/hotelben	árnyék	high	nak	árṉék	NA	árṉéknak
hotelban/hotelben	acél	high	nak	acél	NA	acélnak
hotelban/hotelben	balek	high	nak	balek	NA	baleknak
hotelban/hotelben	haver	high	nál	haver	NA	havernál
hotelban/hotelben	hóhér	high	nak	hóhér	NA	hóhérnak
hotelban/hotelben	fater	high	nak	fater	NA	faternak
hotelban/hotelben	matek	high	ban	matek	NA	matekban
hotelban/hotelben	konkrét	high	nak	konkrét	NA	konkrétnak
hotelban/hotelben	koktél	high	nak	koktél	NA	koktélnak
hotelban/hotelben	karéj	high	ban	karéj	NA	karéjban
hotelban/hotelben	skanzen	low	ban	škanzen	NA	škanzenben
hotelban/hotelben	manézs	high	ban	manéž	NA	manéžban
hotelban/hotelben	bunker	low	ban	bunker	NA	bunkerben
hotelban/hotelben	maszek	high	ban	masek	NA	masekban
hotelban/hotelben	borbély	high	nál	borbéj	NA	borbéjnál
hotelban/hotelben	motel	low	ban	motel	NA	motelben
hotelban/hotelben	húsvét	high	ban	húšvét	NA	húšvétban
hotelban/hotelben	láger	low	ban	láger	NA	lágerben
hotelban/hotelben	dzsungel	low	ban	džungel	NA	džungelben
hotelban/hotelben	balett	high	ban	balett	NA	balettban
hotelban/hotelben	norvég	high	nak	norvég	NA	norvégnak
hotelban/hotelben	panel	high	nak	panel	NA	panelnak
hotelban/hotelben	hotel	low	nak	hotel	NA	hotelnek
hotelban/hotelben	matek	high	nak	matek	NA	mateknak
hotelban/hotelben	koffer	high	ban	koffer	NA	kofferban
hotelban/hotelben	partner	low	nak	partner	NA	partnernek
hotelban/hotelben	maszek	high	nál	masek	NA	maseknál
hotelban/hotelben	maszek	high	nak	masek	NA	maseknak
hotelban/hotelben	obszcén	high	nak	obscén	NA	obscénnak
hotelban/hotelben	balett	high	nál	balett	NA	balettnál
hotelban/hotelben	trapéz	high	ban	trapéz	NA	trapézban
hotelban/hotelben	matek	high	nál	matek	NA	mateknál
hotelban/hotelben	muter	high	nak	muter	NA	muternak
hotelban/hotelben	farmer	high	nak	farmer	NA	farmernak
hotelban/hotelben	glutén	high	nak	glutén	NA	gluténnak
hotelban/hotelben	balett	high	nak	balett	NA	balettnak
hotelban/hotelben	szkander	high	ban	skander	NA	skanderban
hotelban/hotelben	panel	high	nál	panel	NA	panelnál
hotelban/hotelben	koktél	high	nál	koktél	NA	koktélnál
hotelban/hotelben	kadét	high	nak	kadét	NA	kadétnak
hotelban/hotelben	ágyék	high	nál	áḏék	NA	áḏéknál
hotelban/hotelben	suszter	high	nak	šuster	NA	šusternak
hotelban/hotelben	szlovén	high	nak	slovén	NA	slovénnak
hotelban/hotelben	babér	high	nak	babér	NA	babérnak
hotelban/hotelben	notesz	high	ban	notes	NA	notesban
hotelban/hotelben	bakter	high	nak	bakter	NA	bakternak
hotelban/hotelben	kóter	high	ban	kóter	NA	kóterban
hotelban/hotelben	affér	high	nak	affér	NA	afférnak
hotelban/hotelben	árnyék	high	nál	árṉék	NA	árṉéknál
hotelban/hotelben	pancser	high	nak	pančer	NA	pančernak
hotelban/hotelben	sumer	high	ban	šumer	NA	šumerban
hotelban/hotelben	trapéz	high	nak	trapéz	NA	trapéznak
hotelban/hotelben	ankét	high	nak	ankét	NA	ankétnak
hotelban/hotelben	bohém	high	nak	bohém	NA	bohémnak
hotelban/hotelben	háttér	low	ban	háttér	NA	háttérben
hotelban/hotelben	fotel	high	nak	fotel	NA	fotelnak
hotelban/hotelben	húsvét	high	nál	húšvét	NA	húšvétnál
hotelban/hotelben	konkrét	high	ban	konkrét	NA	konkrétban
hotelban/hotelben	glutén	high	ban	glutén	NA	gluténban
hotelban/hotelben	hotel	low	nál	hotel	NA	hotelnél
hotelban/hotelben	szlovén	high	ban	slovén	NA	slovénban
hotelban/hotelben	puffer	low	ban	puffer	NA	pufferben
hotelban/hotelben	mutter	high	nak	mutter	NA	mutternak
hotelban/hotelben	norvég	high	ban	norvég	NA	norvégban
hotelban/hotelben	arzén	high	nak	arzén	NA	arzénnak
hotelban/hotelben	bunker	low	nak	bunker	NA	bunkernek
hotelban/hotelben	allél	high	nak	allél	NA	allélnak
hotelban/hotelben	sóder	high	ban	šóder	NA	šóderban
hotelban/hotelben	fater	high	nál	fater	NA	faternál
hotelban/hotelben	kóser	high	nak	kóšer	NA	kóšernak
hotelban/hotelben	sumer	high	nak	šumer	NA	šumernak
hotelban/hotelben	farmer	high	nál	farmer	NA	farmernál
hotelban/hotelben	krapek	high	nak	krapek	NA	krapeknak
hotelban/hotelben	póker	low	ban	póker	NA	pókerben
hotelban/hotelben	affér	high	ban	affér	NA	afférban
hotelban/hotelben	kartell	low	ban	kartell	NA	kartellben
hotelban/hotelben	klozet	high	ban	klozet	NA	klozetban
hotelban/hotelben	zsakett	low	ban	žakett	NA	žakettben
hotelban/hotelben	bojler	low	ban	bojler	NA	bojlerben
hotelban/hotelben	bojler	low	ban	bojler	NA	boylerben
hotelban/hotelben	hadész	high	nak	hadés	NA	hadésnak
hotelban/hotelben	korrekt	low	nak	korrekt	NA	korrektnek
hotelban/hotelben	norvég	high	nál	norvég	NA	norvégnál
hotelban/hotelben	rubel	low	ban	rubel	NA	rubelben
hotelban/hotelben	szatén	high	ban	satén	NA	saténban
hotelban/hotelben	bojler	low	nak	bojler	NA	bojlernek
hotelban/hotelben	bojler	low	nak	bojler	NA	boylernek
hotelban/hotelben	szatén	high	nak	satén	NA	saténnak
hotelban/hotelben	barter	low	ban	barter	NA	barterben
hotelban/hotelben	puffer	low	nak	puffer	NA	puffernek
hotelban/hotelben	raszter	low	ban	raster	NA	rasterben
hotelban/hotelben	tróger	high	nak	tróger	NA	trógernak
hotelban/hotelben	hadész	high	ban	hadés	NA	hadésban
hotelban/hotelben	samesz	high	nak	šames	NA	šamesnak
hotelban/hotelben	rutén	high	nak	rutén	NA	ruténnak
hotelban/hotelben	karter	high	ban	karter	NA	karterban
hotelban/hotelben	kolesz	high	nak	koles	NA	kolesnak
hotelban/hotelben	mater	low	ban	mater	NA	materben
hotelban/hotelben	mater	low	nak	mater	NA	maternek
hotelban/hotelben	arzén	high	ban	arzén	NA	arzénban
hotelban/hotelben	makett	low	ban	makett	NA	makettben
hotelban/hotelben	tanév	low	ban	tanév	NA	tanévben
hotelban/hotelben	dzsungel	low	nak	džungel	NA	džungelnek
hotelban/hotelben	macesz	high	nak	maces	NA	macesnak
hotelban/hotelben	haver	high	ban	haver	NA	haverban
hotelban/hotelben	kartell	low	nak	kartell	NA	kartellnek
hotelban/hotelben	kondér	high	nak	kondér	NA	kondérnak
hotelban/hotelben	káder	high	nak	káder	NA	kádernak
hotelban/hotelben	malter	high	nak	malter	NA	malternak
hotelban/hotelben	szolfézs	high	ban	solféž	NA	solféžban
hotelban/hotelben	kadet	high	ban	kadet	NA	kadetban
hotelban/hotelben	kráter	low	ban	kráter	NA	kráterben
hotelban/hotelben	szolfézs	high	nak	solféž	NA	solféžnak
hotelban/hotelben	bakter	high	ban	bakter	NA	bakterban
hotelban/hotelben	muter	high	nál	muter	NA	muternál
hotelban/hotelben	allél	high	ban	allél	NA	allélban
hotelban/hotelben	klaszter	low	ban	klaster	NA	klasterben
hotelban/hotelben	malter	high	ban	malter	NA	malterban
hotelban/hotelben	kábel	low	ban	kábel	NA	kábelben
hotelban/hotelben	kábel	low	nak	kábel	NA	kábelnek
hotelban/hotelben	arzén	high	nál	arzén	NA	arzénnál
hotelban/hotelben	bunker	low	nál	bunker	NA	bunkernél
hotelban/hotelben	jampec	high	nak	jampec	NA	jampecnak
hotelban/hotelben	modell	low	nak	modell	NA	modellnek
hotelban/hotelben	szlovén	high	nál	slovén	NA	slovénnál
hotelban/hotelben	alélt	high	nak	alélt	NA	aléltnak
hotelban/hotelben	amper	low	nál	amper	NA	ampernél
hotelban/hotelben	domén	low	ban	domén	NA	doménben
hotelban/hotelben	fráter	low	nak	fráter	NA	fráternek
hotelban/hotelben	klaszter	low	nak	klaster	NA	klasternek
hotelban/hotelben	projekt	low	ban	projekt	NA	projektben
hotelban/hotelben	makett	low	nak	makett	NA	makettnek
hotelban/hotelben	pajesz	high	nak	pajes	NA	pajesnak
hotelban/hotelben	páter	low	nak	páter	NA	páternek
hotelban/hotelben	szuszék	high	ban	susék	NA	susékban
hotelban/hotelben	bakter	high	nál	bakter	NA	bakternál
hotelban/hotelben	duett	low	ban	duett	NA	duettben
hotelban/hotelben	fater	high	ban	fater	NA	faterban
hotelban/hotelben	karcer	high	ban	karcer	NA	karcerban
hotelban/hotelben	krokett	high	ban	krokett	NA	krokettban
hotelban/hotelben	kráter	low	nál	kráter	NA	kráternél
hotelban/hotelben	púder	low	ban	púder	NA	púderben
hotelban/hotelben	bohém	high	ban	bohém	NA	bohémban
hotelban/hotelben	kukker	high	ban	kukker	NA	kukkerban
hotelban/hotelben	kókler	low	nak	kókler	NA	kóklernek
hotelban/hotelben	poszter	low	nak	poster	NA	posternek
hotelban/hotelben	kolesz	high	nál	koles	NA	kolesnál
hotelban/hotelben	modell	low	ban	modell	NA	modellben
hotelban/hotelben	pajesz	high	nál	pajes	NA	pajesnál
hotelban/hotelben	rulett	low	ban	rulett	NA	rulettben
hotelban/hotelben	zacsek	high	ban	začek	NA	začekban
hotelban/hotelben	falzett	low	ban	falzett	NA	falzettben
hotelban/hotelben	hardver	low	ban	hardver	NA	hardverben
hotelban/hotelben	káder	high	nál	káder	NA	kádernál
hotelban/hotelben	motel	low	nál	motel	NA	motelnél
hotelban/hotelben	roller	low	nak	roller	NA	rollernek
hotelban/hotelben	sakter	high	nak	šakter	NA	šakternak
hotelban/hotelben	stukker	high	nak	štukker	NA	štukkernak
hotelban/hotelben	suszter	high	nál	šuster	NA	šusternál
hotelban/hotelben	zsáner	low	ban	žáner	NA	žánerben
hotelban/hotelben	áfész	high	nál	áfés	NA	áfésnál
hotelban/hotelben	ankét	high	ban	ankét	NA	ankétban
hotelban/hotelben	koffer	high	nak	koffer	NA	koffernak
hotelban/hotelben	kráter	low	nak	kráter	NA	kráternek
hotelban/hotelben	kábel	low	nál	kábel	NA	kábelnél
hotelban/hotelben	notesz	high	nak	notes	NA	notesnak
hotelban/hotelben	oszét	high	ban	osét	NA	osétban
hotelban/hotelben	partner	low	nál	partner	NA	partnernél
hotelban/hotelben	skanzen	low	nak	škanzen	NA	škanzennek
hotelban/hotelben	sláger	low	nak	šláger	NA	šlágernek
hotelban/hotelben	traverz	low	ban	traverz	NA	traverzben
hotelban/hotelben	allél	high	nál	allél	NA	allélnál
hotelban/hotelben	koktél	high	nak	koktél	NA	cocktailnak
hotelban/hotelben	motel	low	nak	motel	NA	motelnek
hotelban/hotelben	parkett	low	nak	parkett	NA	parkettnek
hotelban/hotelben	pasztell	low	ban	pastell	NA	pastellben
hotelban/hotelben	póker	low	nak	póker	NA	pókernek
hotelban/hotelben	púder	low	nak	púder	NA	púdernek
hotelban/hotelben	rocker	low	nak	rocker	NA	rockernek
hotelban/hotelben	saller	high	nak	šaller	NA	šallernak
hotelban/hotelben	tandem	low	ban	tandem	NA	tandemben
hotelban/hotelben	bróker	low	nak	bróker	NA	brókernek
hotelban/hotelben	drukker	low	nak	drukker	NA	drukkernek
hotelban/hotelben	glutén	high	nál	glutén	NA	gluténnál
hotelban/hotelben	klozet	high	nak	klozet	NA	klozetnak
hotelban/hotelben	kukker	high	nak	kukker	NA	kukkernak
hotelban/hotelben	macesz	high	ban	maces	NA	macesban
hotelban/hotelben	pakett	low	ban	pakett	NA	pakettben
hotelban/hotelben	projekt	low	nak	projekt	NA	projektnek
hotelban/hotelben	amper	low	ban	amper	NA	amperben
hotelban/hotelben	balek	high	ban	balek	NA	balekban
hotelban/hotelben	bróker	low	nál	bróker	NA	brókernél
hotelban/hotelben	háttér	low	nak	háttér	NA	háttérnek
hotelban/hotelben	lóden	high	ban	lóden	NA	lódenban
hotelban/hotelben	makett	low	nál	makett	NA	makettnél
hotelban/hotelben	molett	low	nak	molett	NA	molettnek
hotelban/hotelben	pancser	high	nál	pančer	NA	pančernál
hotelban/hotelben	partner	low	ban	partner	NA	partnerben
hotelban/hotelben	plakett	low	nak	plakett	NA	plakettnek
hotelban/hotelben	sakter	high	nál	šakter	NA	šakternál
hotelban/hotelben	stájer	high	ban	štájer	NA	štájerban
hotelban/hotelben	stájer	high	nak	štájer	NA	štájernak
hotelban/hotelben	szonett	low	ban	sonett	NA	sonettben
hotelban/hotelben	sólet	low	ban	šólet	NA	šóletben
hotelban/hotelben	vamzer	high	nak	vamzer	NA	vamzernak
hotelban/hotelben	áfész	high	nak	áfés	NA	áfésnak
hotelban/hotelben	ájer	high	ban	ájer	NA	ájerban
hotelban/hotelben	bojler	low	nál	bojler	NA	bojlernél
hotelban/hotelben	bojler	low	nál	bojler	NA	boylernél
hotelban/hotelben	domén	low	nak	domén	NA	doménnek
hotelban/hotelben	kadet	high	nak	kadet	NA	kadetnak
hotelban/hotelben	kupec	low	nál	kupec	NA	kupecnél
hotelban/hotelben	láger	low	nak	láger	NA	lágernek
hotelban/hotelben	mater	low	nál	mater	NA	maternél
hotelban/hotelben	moped	low	nak	moped	NA	mopednek
hotelban/hotelben	mágnes	low	nak	mágneš	NA	mágnešnek
hotelban/hotelben	másként	high	ban	mášként	NA	máškéntban
hotelban/hotelben	máért	high	nak	máért	NA	máértnak
hotelban/hotelben	oszét	high	nak	osét	NA	osétnak
hotelban/hotelben	páter	low	nál	páter	NA	páternél
hotelban/hotelben	rapper	low	nak	rapper	NA	rappernek
hotelban/hotelben	saller	high	ban	šaller	NA	šallerban
hotelban/hotelben	sparherd	high	ban	šparherd	NA	šparherdban
hotelban/hotelben	szkander	high	nak	skander	NA	skandernak
hotelban/hotelben	szoftver	low	ban	softver	NA	softverben
hotelban/hotelben	szoftver	low	nak	softver	NA	softvernek
hotelban/hotelben	szuper	low	nak	super	NA	supernek
hotelban/hotelben	ankét	high	nál	ankét	NA	ankétnál
hotelban/hotelben	barchesz	high	nak	barches	NA	barchesnak
hotelban/hotelben	dózer	high	nak	dózer	NA	dózernak
hotelban/hotelben	fráter	low	ban	fráter	NA	fráterben
hotelban/hotelben	gatyesz	high	ban	gaṯes	NA	gaṯesban
hotelban/hotelben	hardver	low	nak	hardver	NA	hardvernek
hotelban/hotelben	hátér	low	ban	hátér	NA	hátérben
hotelban/hotelben	kadét	high	ban	kadét	NA	kadétban
hotelban/hotelben	kóter	high	nak	kóter	NA	kóternak
hotelban/hotelben	mutter	high	nál	mutter	NA	mutternál
hotelban/hotelben	napfény	low	ban	napféṉ	NA	napféṉben
hotelban/hotelben	notesz	high	nál	notes	NA	notesnál
hotelban/hotelben	pajesz	high	ban	pajes	NA	pajesban
hotelban/hotelben	pamflet	low	ban	pamflet	NA	pamfletben
hotelban/hotelben	parkett	low	nál	parkett	NA	parkettnél
hotelban/hotelben	popper	low	nak	popper	NA	poppernek
hotelban/hotelben	puffer	low	nál	puffer	NA	puffernél
hotelban/hotelben	roller	low	ban	roller	NA	rollerben
hotelban/hotelben	rubel	low	nál	rubel	NA	rubelnél
hotelban/hotelben	szótér	high	nak	sótér	NA	sótérnak
hotelban/hotelben	sábesz	low	nak	šábes	NA	šábesnek
hotelban/hotelben	sóder	high	nak	šóder	NA	šódernak
hotelban/hotelben	sólet	low	nak	šólet	NA	šóletnek
hotelban/hotelben	valcer	low	nak	valcer	NA	valcernek
hotelban/hotelben	ágész	high	nak	ágés	NA	ágésnak
hotelban/hotelben	amper	low	nak	amper	NA	ampernek
hotelban/hotelben	bagett	low	ban	bagett	NA	bagettben
hotelban/hotelben	koktél	high	nál	koktél	NA	cocktailnál
hotelban/hotelben	combrész	low	nál	combrés	NA	combrésnél
hotelban/hotelben	dodzsem	low	nál	dodžem	NA	dodžemnél
hotelban/hotelben	fuser	high	nak	fušer	NA	fušernak
hotelban/hotelben	gukker	high	ban	gukker	NA	gukkerban
hotelban/hotelben	hátszél	low	ban	hátsél	NA	hátsélben
hotelban/hotelben	hátvéd	low	nak	hátvéd	NA	hátvédnek
hotelban/hotelben	karter	high	nál	karter	NA	karternál
hotelban/hotelben	kastény	high	ban	kaštéṉ	NA	kaštéṉban
hotelban/hotelben	klozet	high	nál	klozet	NA	klozetnál
hotelban/hotelben	konzerv	low	ban	konzerv	NA	konzervben
hotelban/hotelben	kupec	low	nak	kupec	NA	kupecnek
hotelban/hotelben	kóser	high	ban	kóšer	NA	kóšerban
hotelban/hotelben	malter	high	nál	malter	NA	malternál
hotelban/hotelben	modell	low	nál	modell	NA	modellnél
hotelban/hotelben	modern	low	nak	modern	NA	modernnek
hotelban/hotelben	mutter	high	ban	mutter	NA	mutterban
hotelban/hotelben	okker	low	ban	okker	NA	okkerben
hotelban/hotelben	parkett	low	ban	parkett	NA	parkettben
hotelban/hotelben	plakett	low	ban	plakett	NA	plakettben
hotelban/hotelben	projekt	low	nál	projekt	NA	projektnél
hotelban/hotelben	póker	low	nál	póker	NA	pókernél
hotelban/hotelben	raszter	low	nak	raster	NA	rasternek
hotelban/hotelben	rubel	low	nak	rubel	NA	rubelnek
hotelban/hotelben	rulett	low	nak	rulett	NA	rulettnek
hotelban/hotelben	rutén	high	ban	rutén	NA	ruténban
hotelban/hotelben	sláger	low	ban	šláger	NA	šlágerben
hotelban/hotelben	sláger	low	nál	šláger	NA	šlágernél
hotelban/hotelben	stopper	low	nak	štopper	NA	štoppernek
hotelban/hotelben	szonett	low	nak	sonett	NA	sonettnek
hotelban/hotelben	sóder	high	nál	šóder	NA	šódernál
hotelban/hotelben	sóher	low	nak	šóher	NA	šóhernek
hotelban/hotelben	sólet	low	nál	šólet	NA	šóletnél
hotelban/hotelben	sótér	high	nak	šótér	NA	šótérnak
hotelban/hotelben	topper	low	nak	topper	NA	toppernek
hotelban/hotelben	transzfer	low	ban	transfer	NA	transferben
hotelban/hotelben	valcer	low	ban	valcer	NA	valcerben
hotelban/hotelben	zsáner	low	nak	žáner	NA	žánernek
hotelban/hotelben	ágens	low	nak	ágenš	NA	ágenšnek
hotelban/hotelben	ómen	low	nak	ómen	NA	ómennek
hotelban/hotelben	arckrém	low	nak	arckrém	NA	arckrémnek
hotelban/hotelben	azért	high	nak	azért	NA	azértnak
hotelban/hotelben	bagger	high	nak	bagger	NA	baggernak
hotelban/hotelben	bankett	low	nak	bankett	NA	bankettnek
hotelban/hotelben	bankett	low	nál	bankett	NA	bankettnél
hotelban/hotelben	barter	low	nak	barter	NA	barternek
hotelban/hotelben	blogtér	low	ban	blogtér	NA	blogtérben
hotelban/hotelben	bobbyék	high	nak	bobbyék	NA	bobbyéknak
hotelban/hotelben	brojler	high	nál	brojler	NA	brojlernál
hotelban/hotelben	brúder	high	nak	brúder	NA	brúdernak
hotelban/hotelben	csapszék	low	ban	čapsék	NA	čapsékben
hotelban/hotelben	dodzsem	low	ban	dodžem	NA	dodžemben
hotelban/hotelben	dzsungel	low	nál	džungel	NA	džungelnél
hotelban/hotelben	dózer	high	nál	dózer	NA	dózernál
hotelban/hotelben	fakép	low	nál	fakép	NA	faképnél
hotelban/hotelben	falzett	low	nak	falzett	NA	falzettnek
hotelban/hotelben	flanel	high	ban	flanel	NA	flanelban
hotelban/hotelben	flaszter	high	nak	flaster	NA	flasternak
hotelban/hotelben	fogkrém	low	ban	fogkrém	NA	fogkrémben
hotelban/hotelben	fotel	high	nál	fotel	NA	fotelnál
hotelban/hotelben	fráter	low	nál	fráter	NA	fráternél
hotelban/hotelben	gátér	high	nak	gátér	NA	gátérnak
hotelban/hotelben	gátér	high	nál	gátér	NA	gátérnál
hotelban/hotelben	gólem	low	nak	gólem	NA	gólemnek
